Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000020000000 CH2:0.0000020000000,,Second,Volt,Volt
,,,-0.01760599948,-2.04000,0.06000
,,,-0.01760400087,-2.04000,0.06000
,,,-0.01760200039,-2.04000,0.04000
,,,-0.01759999990,-2.04000,0.04000
,,,-0.01759799942,-2.04000,0.08000
,,,-0.01759600081,-2.04000,0.04000
,,,-0.01759400032,-2.04000,0.06000
,,,-0.01759199984,-2.04000,0.06000
,,,-0.01758999936,-2.04000,0.06000
,,,-0.01758800074,-2.04000,0.04000
,,,-0.01758600026,-2.04000,0.06000
,,,-0.01758399978,-2.04000,0.04000
,,,-0.01758199930,-2.04000,0.06000
,,,-0.01758000068,-2.04000,0.06000
,,,-0.01757800020,-2.04000,0.06000
,,,-0.01757599972,-2.04000,0.06000
,,,-0.01757399924,-2.04000,0.06000
,,,-0.01757200062,-2.04000,0.04000
,,,-0.01757000014,-2.04000,0.04000
,,,-0.01756799966,-2.04000,0.06000
,,,-0.01756599918,-2.04000,0.04000
,,,-0.01756400056,-2.04000,0.04000
,,,-0.01756200008,-2.04000,0.04000
,,,-0.01755999960,-2.04000,0.06000
,,,-0.01755799912,-2.04000,0.06000
,,,-0.01755600050,-2.04000,0.06000
,,,-0.01755400002,-2.04000,0.06000
,,,-0.01755199954,-2.04000,0.06000
,,,-0.01754999906,-2.04000,0.04000
,,,-0.01754800044,-2.04000,0.04000
,,,-0.01754599996,-2.04000,0.06000
,,,-0.01754399948,-2.04000,0.06000
,,,-0.01754200086,-2.04000,0.06000
,,,-0.01754000038,-2.04000,0.06000
,,,-0.01753799990,-2.04000,0.06000
,,,-0.01753599942,-2.04000,0.06000
,,,-0.01753400080,-2.04000,0.06000
,,,-0.01753200032,-2.04000,0.06000
,,,-0.01752999984,-2.04000,0.06000
,,,-0.01752799936,-2.04000,0.06000
,,,-0.01752600074,-2.04000,0.06000
,,,-0.01752400026,-2.04000,0.06000
,,,-0.01752199978,-2.04000,0.06000
,,,-0.01751999930,-2.04000,0.04000
,,,-0.01751800068,-2.04000,0.06000
,,,-0.01751600020,-2.04000,0.04000
,,,-0.01751399972,-2.04000,0.04000
,,,-0.01751199923,-2.04000,0.06000
,,,-0.01751000062,-2.04000,0.04000
,,,-0.01750800014,-2.04000,0.06000
,,,-0.01750599965,-2.04000,0.04000
,,,-0.01750399917,-2.04000,0.06000
,,,-0.01750200056,-2.04000,0.06000
,,,-0.01750000007,-2.04000,0.06000
,,,-0.01749799959,-2.04000,0.04000
,,,-0.01749599911,-2.04000,0.06000
,,,-0.01749400049,-2.04000,0.06000
,,,-0.01749200001,-2.04000,0.06000
,,,-0.01748999953,-2.04000,0.06000
,,,-0.01748799905,-2.04000,0.06000
,,,-0.01748600043,-2.04000,0.04000
,,,-0.01748399995,-2.04000,0.06000
,,,-0.01748199947,-2.04000,0.06000
,,,-0.01748000085,-2.04000,0.04000
,,,-0.01747800037,-2.04000,0.06000
,,,-0.01747599989,-2.04000,0.06000
,,,-0.01747399941,-2.04000,0.06000
,,,-0.01747200079,-2.04000,0.06000
,,,-0.01747000031,-2.04000,0.06000
,,,-0.01746799983,-2.04000,0.06000
,,,-0.01746599935,-2.04000,0.06000
,,,-0.01746400073,-2.04000,0.04000
,,,-0.01746200025,-2.04000,0.06000
,,,-0.01745999977,-2.04000,0.06000
,,,-0.01745799929,-2.04000,0.04000
,,,-0.01745600067,-2.04000,0.04000
,,,-0.01745400019,-2.04000,0.06000
,,,-0.01745199971,-2.04000,0.06000
,,,-0.01744999923,-2.04000,0.06000
,,,-0.01744800061,-2.04000,0.06000
,,,-0.01744600013,-2.04000,0.06000
,,,-0.01744399965,-2.04000,0.06000
,,,-0.01744199917,-2.04000,0.06000
,,,-0.01744000055,-2.04000,0.06000
,,,-0.01743800007,-2.04000,0.06000
,,,-0.01743599959,-2.04000,0.06000
,,,-0.01743399911,-2.04000,0.04000
,,,-0.01743200049,-2.04000,0.06000
,,,-0.01743000001,-2.04000,0.06000
,,,-0.01742799953,-2.04000,0.06000
,,,-0.01742599905,-2.04000,0.06000
,,,-0.01742400043,-2.04000,0.06000
,,,-0.01742199995,-2.04000,0.06000
,,,-0.01741999947,-2.04000,0.06000
,,,-0.01741800085,-2.04000,0.06000
,,,-0.01741600037,-2.04000,0.06000
,,,-0.01741399989,-2.04000,0.06000
,,,-0.01741199940,-2.04000,0.06000
,,,-0.01741000079,-2.04000,0.06000
,,,-0.01740800031,-2.04000,0.04000
,,,-0.01740599982,-2.04000,0.06000
,,,-0.01740399934,-2.04000,0.04000
,,,-0.01740200073,-2.04000,0.04000
,,,-0.01740000024,-2.04000,0.06000
,,,-0.01739799976,-2.04000,0.06000
,,,-0.01739599928,-2.04000,0.06000
,,,-0.01739400066,-2.04000,0.06000
,,,-0.01739200018,-2.04000,0.06000
,,,-0.01738999970,-2.04000,0.04000
,,,-0.01738799922,-2.04000,0.06000
,,,-0.01738600060,-2.04000,0.06000
,,,-0.01738400012,-2.04000,0.06000
,,,-0.01738199964,-2.04000,0.04000
,,,-0.01737999916,-2.04000,0.06000
,,,-0.01737800054,-2.04000,0.06000
,,,-0.01737600006,-2.04000,0.04000
,,,-0.01737399958,-2.04000,0.04000
,,,-0.01737199910,-2.04000,0.06000
,,,-0.01737000048,-2.04000,0.04000
,,,-0.01736800000,-2.04000,0.06000
,,,-0.01736599952,-2.04000,0.04000
,,,-0.01736399904,-2.04000,0.06000
,,,-0.01736200042,-2.04000,0.04000
,,,-0.01735999994,-2.04000,0.06000
,,,-0.01735799946,-2.04000,0.06000
,,,-0.01735600084,-2.04000,0.06000
,,,-0.01735400036,-2.04000,0.06000
,,,-0.01735199988,-2.04000,0.06000
,,,-0.01734999940,-2.04000,0.06000
,,,-0.01734800078,-2.04000,0.04000
,,,-0.01734600030,-2.04000,0.06000
,,,-0.01734399982,-2.04000,0.06000
,,,-0.01734199934,-2.04000,0.04000
,,,-0.01734000072,-2.04000,0.06000
,,,-0.01733800024,-2.04000,0.06000
,,,-0.01733599976,-2.04000,0.06000
,,,-0.01733399928,-2.04000,0.06000
,,,-0.01733200066,-2.04000,0.06000
,,,-0.01733000018,-2.04000,0.06000
,,,-0.01732799970,-2.04000,0.06000
,,,-0.01732599922,-2.04000,0.06000
,,,-0.01732400060,-2.04000,0.06000
,,,-0.01732200012,-2.04000,0.06000
,,,-0.01731999964,-2.04000,0.06000
,,,-0.01731799915,-2.04000,0.06000
,,,-0.01731600054,-2.04000,0.06000
,,,-0.01731400006,-2.04000,0.06000
,,,-0.01731199957,-2.04000,0.06000
,,,-0.01730999909,-2.04000,0.06000
,,,-0.01730800048,-2.04000,0.06000
,,,-0.01730599999,-2.04000,0.04000
,,,-0.01730399951,-2.04000,0.06000
,,,-0.01730199903,-2.04000,0.06000
,,,-0.01730000041,-2.04000,0.06000
,,,-0.01729799993,-2.04000,0.06000
,,,-0.01729599945,-2.04000,0.06000
,,,-0.01729400083,-2.04000,0.06000
,,,-0.01729200035,-2.04000,0.06000
,,,-0.01728999987,-2.04000,0.06000
,,,-0.01728799939,-2.04000,0.06000
,,,-0.01728600077,-2.04000,0.06000
,,,-0.01728400029,-2.04000,0.06000
,,,-0.01728199981,-2.04000,0.06000
,,,-0.01727999933,-2.04000,0.06000
,,,-0.01727800071,-2.04000,0.06000
,,,-0.01727600023,-2.04000,0.04000
,,,-0.01727399975,-2.04000,0.06000
,,,-0.01727199927,-2.04000,0.06000
,,,-0.01727000065,-2.04000,0.06000
,,,-0.01726800017,-2.04000,0.06000
,,,-0.01726599969,-2.04000,0.06000
,,,-0.01726399921,-2.04000,0.06000
,,,-0.01726200059,-2.04000,0.06000
,,,-0.01726000011,-2.04000,0.06000
,,,-0.01725799963,-2.04000,0.04000
,,,-0.01725599915,-2.04000,0.06000
,,,-0.01725400053,-2.04000,0.04000
,,,-0.01725200005,-2.04000,0.04000
,,,-0.01724999957,-2.04000,0.04000
,,,-0.01724799909,-2.04000,0.04000
,,,-0.01724600047,-2.04000,0.06000
,,,-0.01724399999,-2.04000,0.06000
,,,-0.01724199951,-2.04000,0.06000
,,,-0.01723999903,-2.04000,0.06000
,,,-0.01723800041,-2.04000,0.04000
,,,-0.01723599993,-2.04000,0.06000
,,,-0.01723399945,-2.04000,0.06000
,,,-0.01723200083,-2.04000,0.06000
,,,-0.01723000035,-2.04000,0.04000
,,,-0.01722799987,-2.04000,0.04000
,,,-0.01722599939,-2.04000,0.06000
,,,-0.01722400077,-2.04000,0.06000
,,,-0.01722200029,-2.04000,0.06000
,,,-0.01721999981,-2.04000,0.04000
,,,-0.01721799932,-2.04000,0.04000
,,,-0.01721600071,-2.04000,0.06000
,,,-0.01721400023,-2.04000,0.04000
,,,-0.01721199974,-2.04000,0.06000
,,,-0.01720999926,-2.04000,0.04000
,,,-0.01720800065,-2.04000,0.06000
,,,-0.01720600016,-2.04000,0.06000
,,,-0.01720399968,-2.04000,0.06000
,,,-0.01720199920,-2.04000,0.06000
,,,-0.01720000058,-2.04000,0.06000
,,,-0.01719800010,-2.04000,0.06000
,,,-0.01719599962,-2.04000,0.06000
,,,-0.01719399914,-2.04000,0.06000
,,,-0.01719200052,-2.04000,0.06000
,,,-0.01719000004,-2.04000,0.04000
,,,-0.01718799956,-2.04000,0.06000
,,,-0.01718599908,-2.04000,0.06000
,,,-0.01718400046,-2.04000,0.06000
,,,-0.01718199998,-2.04000,0.06000
,,,-0.01717999950,-2.04000,0.04000
,,,-0.01717800088,-2.04000,0.06000
,,,-0.01717600040,-2.04000,0.04000
,,,-0.01717399992,-2.04000,0.06000
,,,-0.01717199944,-2.04000,0.04000
,,,-0.01717000082,-2.04000,0.06000
,,,-0.01716800034,-2.04000,0.06000
,,,-0.01716599986,-2.04000,0.06000
,,,-0.01716399938,-2.04000,0.06000
,,,-0.01716200076,-2.04000,0.06000
,,,-0.01716000028,-2.04000,0.06000
,,,-0.01715799980,-2.04000,0.06000
,,,-0.01715599932,-2.04000,0.06000
,,,-0.01715400070,-2.04000,0.06000
,,,-0.01715200022,-2.04000,0.04000
,,,-0.01714999974,-2.04000,0.06000
,,,-0.01714799926,-2.04000,0.04000
,,,-0.01714600064,-2.04000,0.06000
,,,-0.01714400016,-2.04000,0.06000
,,,-0.01714199968,-2.04000,0.06000
,,,-0.01713999920,-2.04000,0.06000
,,,-0.01713800058,-2.04000,0.06000
,,,-0.01713600010,-2.04000,0.06000
,,,-0.01713399962,-2.04000,0.06000
,,,-0.01713199914,-2.04000,0.06000
,,,-0.01713000052,-2.04000,0.06000
,,,-0.01712800004,-2.04000,0.04000
,,,-0.01712599955,-2.04000,0.06000
,,,-0.01712399907,-2.04000,0.06000
,,,-0.01712200046,-2.04000,0.04000
,,,-0.01711999997,-2.04000,0.06000
,,,-0.01711799949,-2.04000,0.04000
,,,-0.01711600088,-2.04000,0.06000
,,,-0.01711400039,-2.04000,0.06000
,,,-0.01711199991,-2.04000,0.04000
,,,-0.01710999943,-2.04000,0.04000
,,,-0.01710800081,-2.04000,0.04000
,,,-0.01710600033,-2.04000,0.06000
,,,-0.01710399985,-2.04000,0.06000
,,,-0.01710199937,-2.04000,0.06000
,,,-0.01710000075,-2.04000,0.06000
,,,-0.01709800027,-2.04000,0.06000
,,,-0.01709599979,-2.04000,0.06000
,,,-0.01709399931,-2.04000,0.06000
,,,-0.01709200069,-2.04000,0.06000
,,,-0.01709000021,-2.04000,0.04000
,,,-0.01708799973,-2.04000,0.06000
,,,-0.01708599925,-2.04000,0.06000
,,,-0.01708400063,-2.04000,0.06000
,,,-0.01708200015,-2.04000,0.06000
,,,-0.01707999967,-2.04000,0.06000
,,,-0.01707799919,-2.04000,0.06000
,,,-0.01707600057,-2.04000,0.04000
,,,-0.01707400009,-2.04000,0.04000
,,,-0.01707199961,-2.04000,0.04000
,,,-0.01706999913,-2.04000,0.06000
,,,-0.01706800051,-2.04000,0.06000
,,,-0.01706600003,-2.04000,0.04000
,,,-0.01706399955,-2.04000,0.06000
,,,-0.01706199907,-2.04000,0.06000
,,,-0.01706000045,-2.04000,0.06000
,,,-0.01705799997,-2.04000,0.04000
,,,-0.01705599949,-2.04000,0.04000
,,,-0.01705400087,-2.04000,0.06000
,,,-0.01705200039,-2.04000,0.06000
,,,-0.01704999991,-2.04000,0.06000
,,,-0.01704799943,-2.04000,0.06000
,,,-0.01704600081,-2.04000,0.06000
,,,-0.01704400033,-2.04000,0.04000
,,,-0.01704199985,-2.04000,0.06000
,,,-0.01703999937,-2.04000,0.06000
,,,-0.01703800075,-2.04000,0.06000
,,,-0.01703600027,-2.04000,0.06000
,,,-0.01703399979,-2.04000,0.06000
,,,-0.01703199930,-2.04000,0.04000
,,,-0.01703000069,-2.04000,0.04000
,,,-0.01702800021,-2.04000,0.06000
,,,-0.01702599972,-2.04000,0.04000
,,,-0.01702399924,-2.04000,0.06000
,,,-0.01702200063,-2.04000,0.04000
,,,-0.01702000014,-2.04000,0.04000
,,,-0.01701799966,-2.04000,0.06000
,,,-0.01701599918,-2.04000,0.04000
,,,-0.01701400056,-2.04000,0.04000
,,,-0.01701200008,-2.04000,0.04000
,,,-0.01700999960,-2.04000,0.06000
,,,-0.01700799912,-2.04000,0.06000
,,,-0.01700600050,-2.04000,0.06000
,,,-0.01700400002,-2.04000,0.06000
,,,-0.01700199954,-2.04000,0.06000
,,,-0.01699999906,-2.04000,0.06000
,,,-0.01699800044,-2.04000,0.04000
,,,-0.01699599996,-2.04000,0.06000
,,,-0.01699399948,-2.04000,0.04000
,,,-0.01699200086,-2.04000,0.04000
,,,-0.01699000038,-2.04000,0.04000
,,,-0.01698799990,-2.04000,0.04000
,,,-0.01698599942,-2.04000,0.04000
,,,-0.01698400080,-2.04000,0.06000
,,,-0.01698200032,-2.04000,0.06000
,,,-0.01697999984,-2.04000,0.06000
,,,-0.01697799936,-2.04000,0.02000
,,,-0.01697600074,-2.04000,0.06000
,,,-0.01697400026,-2.04000,0.04000
,,,-0.01697199978,-2.04000,0.06000
,,,-0.01696999930,-2.04000,0.04000
,,,-0.01696800068,-2.04000,0.06000
,,,-0.01696600020,-2.04000,0.06000
,,,-0.01696399972,-2.04000,0.06000
,,,-0.01696199924,-2.04000,0.04000
,,,-0.01696000062,-2.04000,0.06000
,,,-0.01695800014,-2.04000,0.04000
,,,-0.01695599966,-2.04000,0.06000
,,,-0.01695399918,-2.04000,0.06000
,,,-0.01695200056,-2.04000,0.06000
,,,-0.01695000008,-2.04000,0.06000
,,,-0.01694799960,-2.04000,0.06000
,,,-0.01694599912,-2.04000,0.04000
,,,-0.01694400050,-2.04000,0.06000
,,,-0.01694200002,-2.04000,0.06000
,,,-0.01693999954,-2.04000,0.06000
,,,-0.01693799905,-2.04000,0.06000
,,,-0.01693600044,-2.04000,0.06000
,,,-0.01693399996,-2.04000,0.06000
,,,-0.01693199947,-2.04000,0.06000
,,,-0.01693000086,-2.04000,0.04000
,,,-0.01692800038,-2.04000,0.04000
,,,-0.01692599989,-2.04000,0.04000
,,,-0.01692399941,-2.04000,0.06000
,,,-0.01692200080,-2.04000,0.04000
,,,-0.01692000031,-2.04000,0.06000
,,,-0.01691799983,-2.04000,0.04000
,,,-0.01691599935,-2.04000,0.04000
,,,-0.01691400073,-2.04000,0.04000
,,,-0.01691200025,-2.04000,0.06000
,,,-0.01690999977,-2.04000,0.04000
,,,-0.01690799929,-2.04000,0.06000
,,,-0.01690600067,-2.04000,0.04000
,,,-0.01690400019,-2.04000,0.06000
,,,-0.01690199971,-2.04000,0.06000
,,,-0.01689999923,-2.04000,0.06000
,,,-0.01689800061,-2.04000,0.06000
,,,-0.01689600013,-2.04000,0.04000
,,,-0.01689399965,-2.04000,0.06000
,,,-0.01689199917,-2.04000,0.06000
,,,-0.01689000055,-2.04000,0.04000
,,,-0.01688800007,-2.04000,0.04000
,,,-0.01688599959,-2.04000,0.04000
,,,-0.01688399911,-2.04000,0.06000
,,,-0.01688200049,-2.04000,0.06000
,,,-0.01688000001,-2.04000,0.04000
,,,-0.01687799953,-2.04000,0.06000
,,,-0.01687599905,-2.04000,0.04000
,,,-0.01687400043,-2.04000,0.04000
,,,-0.01687199995,-2.04000,0.04000
,,,-0.01686999947,-2.04000,0.06000
,,,-0.01686800085,-2.04000,0.06000
,,,-0.01686600037,-2.04000,0.04000
,,,-0.01686399989,-2.04000,0.04000
,,,-0.01686199941,-2.04000,0.04000
,,,-0.01686000079,-2.04000,0.04000
,,,-0.01685800031,-2.04000,0.06000
,,,-0.01685599983,-2.04000,0.06000
,,,-0.01685399935,-2.04000,0.06000
,,,-0.01685200073,-2.04000,0.06000
,,,-0.01685000025,-2.04000,0.04000
,,,-0.01684799977,-2.04000,0.06000
,,,-0.01684599929,-2.04000,0.06000
,,,-0.01684400067,-2.04000,0.06000
,,,-0.01684200019,-2.04000,0.04000
,,,-0.01683999971,-2.04000,0.04000
,,,-0.01683799922,-2.04000,0.06000
,,,-0.01683600061,-2.04000,0.06000
,,,-0.01683400013,-2.04000,0.06000
,,,-0.01683199964,-2.04000,0.04000
,,,-0.01682999916,-2.04000,0.06000
,,,-0.01682800055,-2.04000,0.06000
,,,-0.01682600006,-2.04000,0.04000
,,,-0.01682399958,-2.04000,0.06000
,,,-0.01682199910,-2.04000,0.04000
,,,-0.01682000048,-2.04000,0.06000
,,,-0.01681800000,-2.04000,0.04000
,,,-0.01681599952,-2.04000,0.04000
,,,-0.01681399904,-2.04000,0.04000
,,,-0.01681200042,-2.04000,0.06000
,,,-0.01680999994,-2.04000,0.04000
,,,-0.01680799946,-2.04000,0.04000
,,,-0.01680600084,-2.04000,0.06000
,,,-0.01680400036,-2.04000,0.04000
,,,-0.01680199988,-2.04000,0.04000
,,,-0.01679999940,-2.04000,0.04000
,,,-0.01679800078,-2.04000,0.06000
,,,-0.01679600030,-2.04000,0.04000
,,,-0.01679399982,-2.04000,0.06000
,,,-0.01679199934,-2.04000,0.04000
,,,-0.01679000072,-2.04000,0.04000
,,,-0.01678800024,-2.04000,0.06000
,,,-0.01678599976,-2.04000,0.06000
,,,-0.01678399928,-2.04000,0.06000
,,,-0.01678200066,-2.04000,0.06000
,,,-0.01678000018,-2.04000,0.04000
,,,-0.01677799970,-2.04000,0.06000
,,,-0.01677599922,-2.04000,0.04000
,,,-0.01677400060,-2.04000,0.06000
,,,-0.01677200012,-2.04000,0.04000
,,,-0.01676999964,-2.04000,0.06000
,,,-0.01676799916,-2.04000,0.04000
,,,-0.01676600054,-2.04000,0.06000
,,,-0.01676400006,-2.04000,0.06000
,,,-0.01676199958,-2.04000,0.06000
,,,-0.01675999910,-2.04000,0.04000
,,,-0.01675800048,-2.04000,0.04000
,,,-0.01675600000,-2.04000,0.06000
,,,-0.01675399952,-2.04000,0.04000
,,,-0.01675199904,-2.04000,0.04000
,,,-0.01675000042,-2.04000,0.06000
,,,-0.01674799994,-2.04000,0.04000
,,,-0.01674599946,-2.04000,0.04000
,,,-0.01674400084,-2.04000,0.06000
,,,-0.01674200036,-2.04000,0.04000
,,,-0.01673999988,-2.04000,0.04000
,,,-0.01673799939,-2.04000,0.04000
,,,-0.01673600078,-2.04000,0.06000
,,,-0.01673400030,-2.04000,0.06000
,,,-0.01673199981,-2.04000,0.06000
,,,-0.01672999933,-2.04000,0.04000
,,,-0.01672800072,-2.04000,0.04000
,,,-0.01672600023,-2.04000,0.04000
,,,-0.01672399975,-2.04000,0.06000
,,,-0.01672199927,-2.04000,0.04000
,,,-0.01672000065,-2.04000,0.04000
,,,-0.01671800017,-2.04000,0.04000
,,,-0.01671599969,-2.04000,0.06000
,,,-0.01671399921,-2.04000,0.04000
,,,-0.01671200059,-2.04000,0.06000
,,,-0.01671000011,-2.04000,0.06000
,,,-0.01670799963,-2.04000,0.06000
,,,-0.01670599915,-2.04000,0.04000
,,,-0.01670400053,-2.04000,0.04000
,,,-0.01670200005,-2.04000,0.04000
,,,-0.01669999957,-2.04000,0.04000
,,,-0.01669799909,-2.04000,0.04000
,,,-0.01669600047,-2.04000,0.04000
,,,-0.01669399999,-2.04000,0.06000
,,,-0.01669199951,-2.04000,0.06000
,,,-0.01668999903,-2.04000,0.04000
,,,-0.01668800041,-2.04000,0.04000
,,,-0.01668599993,-2.04000,0.06000
,,,-0.01668399945,-2.04000,0.06000
,,,-0.01668200083,-2.04000,0.04000
,,,-0.01668000035,-2.04000,0.04000
,,,-0.01667799987,-2.04000,0.06000
,,,-0.01667599939,-2.04000,0.04000
,,,-0.01667400077,-2.04000,0.04000
,,,-0.01667200029,-2.04000,0.06000
,,,-0.01666999981,-2.04000,0.04000
,,,-0.01666799933,-2.04000,0.04000
,,,-0.01666600071,-2.04000,0.06000
,,,-0.01666400023,-2.04000,0.04000
,,,-0.01666199975,-2.04000,0.06000
,,,-0.01665999927,-2.04000,0.04000
,,,-0.01665800065,-2.04000,0.04000
,,,-0.01665600017,-2.04000,0.04000
,,,-0.01665399969,-2.04000,0.04000
,,,-0.01665199921,-2.04000,0.04000
,,,-0.01665000059,-2.04000,0.06000
,,,-0.01664800011,-2.04000,0.06000
,,,-0.01664599963,-2.04000,0.06000
,,,-0.01664399914,-2.04000,0.04000
,,,-0.01664200053,-2.04000,0.06000
,,,-0.01664000005,-2.04000,0.04000
,,,-0.01663799956,-2.04000,0.06000
,,,-0.01663599908,-2.04000,0.06000
,,,-0.01663400047,-2.04000,0.04000
,,,-0.01663199998,-2.04000,0.06000
,,,-0.01662999950,-2.04000,0.04000
,,,-0.01662800089,-2.04000,0.04000
,,,-0.01662600040,-2.04000,0.06000
,,,-0.01662399992,-2.04000,0.04000
,,,-0.01662199944,-2.04000,0.04000
,,,-0.01662000082,-2.04000,0.06000
,,,-0.01661800034,-2.04000,0.06000
,,,-0.01661599986,-2.04000,0.04000
,,,-0.01661399938,-2.04000,0.04000
,,,-0.01661200076,-2.04000,0.04000
,,,-0.01661000028,-2.04000,0.04000
,,,-0.01660799980,-2.04000,0.04000
,,,-0.01660599932,-2.04000,0.06000
,,,-0.01660400070,-2.04000,0.04000
,,,-0.01660200022,-2.04000,0.04000
,,,-0.01659999974,-2.04000,0.06000
,,,-0.01659799926,-2.04000,0.04000
,,,-0.01659600064,-2.04000,0.04000
,,,-0.01659400016,-2.04000,0.04000
,,,-0.01659199968,-2.04000,0.04000
,,,-0.01658999920,-2.04000,0.06000
,,,-0.01658800058,-2.04000,0.04000
,,,-0.01658600010,-2.04000,0.06000
,,,-0.01658399962,-2.04000,0.04000
,,,-0.01658199914,-2.02000,0.04000
,,,-0.01658000052,-2.02000,0.06000
,,,-0.01657800004,-1.98000,0.04000
,,,-0.01657599956,-1.96000,0.04000
,,,-0.01657399908,-1.92000,0.04000
,,,-0.01657200046,-1.90000,0.04000
,,,-0.01656999998,-1.86000,0.04000
,,,-0.01656799950,-1.80000,0.04000
,,,-0.01656600088,-1.78000,0.04000
,,,-0.01656400040,-1.74000,0.06000
,,,-0.01656199992,-1.68000,0.04000
,,,-0.01655999944,-1.66000,0.06000
,,,-0.01655800082,-1.62000,0.06000
,,,-0.01655600034,-1.58000,0.04000
,,,-0.01655399986,-1.54000,0.04000
,,,-0.01655199938,-1.48000,0.04000
,,,-0.01655000076,-1.48000,0.04000
,,,-0.01654800028,-1.44000,0.04000
,,,-0.01654599980,-1.42000,0.06000
,,,-0.01654399931,-1.36000,0.04000
,,,-0.01654200070,-1.34000,0.04000
,,,-0.01654000022,-1.28000,0.04000
,,,-0.01653799973,-1.22000,0.04000
,,,-0.01653599925,-1.22000,0.04000
,,,-0.01653400064,-1.18000,0.06000
,,,-0.01653200015,-1.14000,0.04000
,,,-0.01652999967,-1.10000,0.04000
,,,-0.01652799919,-1.08000,0.04000
,,,-0.01652600057,-1.02000,0.04000
,,,-0.01652400009,-0.98000,0.04000
,,,-0.01652199961,-0.92000,0.04000
,,,-0.01651999913,-0.92000,0.04000
,,,-0.01651800051,-0.86000,0.04000
,,,-0.01651600003,-0.84000,0.06000
,,,-0.01651399955,-0.78000,0.06000
,,,-0.01651199907,-0.74000,0.06000
,,,-0.01651000045,-0.72000,0.04000
,,,-0.01650799997,-0.70000,0.06000
,,,-0.01650599949,-0.64000,0.04000
,,,-0.01650400087,-0.62000,0.04000
,,,-0.01650200039,-0.58000,0.06000
,,,-0.01649999991,-0.56000,0.06000
,,,-0.01649799943,-0.52000,0.06000
,,,-0.01649600081,-0.48000,0.06000
,,,-0.01649400033,-0.44000,0.04000
,,,-0.01649199985,-0.38000,0.06000
,,,-0.01648999937,-0.36000,0.04000
,,,-0.01648800075,-0.32000,0.04000
,,,-0.01648600027,-0.28000,0.04000
,,,-0.01648399979,-0.24000,0.04000
,,,-0.01648199931,-0.20000,0.04000
,,,-0.01648000069,-0.18000,0.06000
,,,-0.01647800021,-0.12000,0.06000
,,,-0.01647599973,-0.08000,0.04000
,,,-0.01647399925,-0.04000,0.04000
,,,-0.01647200063,-0.02000,0.04000
,,,-0.01647000015,0.00,0.04000
,,,-0.01646799967,0.02000,0.06000
,,,-0.01646599919,0.08000,0.06000
,,,-0.01646400057,0.10000,0.04000
,,,-0.01646200009,0.14000,0.04000
,,,-0.01645999961,0.18000,0.04000
,,,-0.01645799913,0.22000,0.04000
,,,-0.01645600051,0.26000,0.04000
,,,-0.01645400003,0.30000,0.04000
,,,-0.01645199955,0.32000,0.04000
,,,-0.01644999906,0.36000,0.04000
,,,-0.01644800045,0.40000,0.06000
,,,-0.01644599997,0.46000,0.04000
,,,-0.01644399948,0.48000,0.04000
,,,-0.01644200087,0.50000,0.04000
,,,-0.01644000039,0.52000,0.06000
,,,-0.01643799990,0.58000,0.04000
,,,-0.01643599942,0.60000,0.06000
,,,-0.01643400081,0.64000,0.06000
,,,-0.01643200032,0.70000,0.04000
,,,-0.01642999984,0.72000,0.06000
,,,-0.01642799936,0.76000,0.06000
,,,-0.01642600074,0.80000,0.06000
,,,-0.01642400026,0.82000,0.04000
,,,-0.01642199978,0.86000,0.04000
,,,-0.01641999930,0.88000,0.04000
,,,-0.01641800068,0.94000,0.06000
,,,-0.01641600020,0.96000,0.06000
,,,-0.01641399972,0.98000,0.06000
,,,-0.01641199924,1.04000,0.04000
,,,-0.01641000062,1.06000,0.06000
,,,-0.01640800014,1.10000,0.04000
,,,-0.01640599966,1.12000,0.06000
,,,-0.01640399918,1.18000,0.04000
,,,-0.01640200056,1.20000,0.04000
,,,-0.01640000008,1.24000,0.04000
,,,-0.01639799960,1.28000,0.04000
,,,-0.01639599912,1.30000,0.06000
,,,-0.01639400050,1.30000,0.06000
,,,-0.01639200002,1.38000,0.04000
,,,-0.01638999954,1.40000,0.06000
,,,-0.01638799906,1.42000,0.04000
,,,-0.01638600044,1.46000,0.06000
,,,-0.01638399996,1.52000,0.04000
,,,-0.01638199948,1.52000,0.04000
,,,-0.01638000086,1.58000,0.06000
,,,-0.01637800038,1.60000,0.04000
,,,-0.01637599990,1.64000,0.04000
,,,-0.01637399942,1.68000,0.04000
,,,-0.01637200080,1.70000,0.04000
,,,-0.01637000032,1.70000,0.04000
,,,-0.01636799984,1.76000,0.04000
,,,-0.01636599936,1.82000,0.02000
,,,-0.01636400074,1.82000,0.06000
,,,-0.01636200026,1.86000,0.04000
,,,-0.01635999978,1.90000,0.04000
,,,-0.01635799929,1.92000,0.06000
,,,-0.01635600068,1.98000,0.04000
,,,-0.01635400020,2.00000,0.04000
,,,-0.01635199971,2.04000,0.06000
,,,-0.01634999923,2.06000,0.04000
,,,-0.01634800062,2.10000,0.04000
,,,-0.01634600013,2.12000,0.06000
,,,-0.01634399965,2.16000,0.04000
,,,-0.01634199917,2.20000,0.04000
,,,-0.01634000055,2.22000,0.06000
,,,-0.01633800007,2.26000,0.06000
,,,-0.01633599959,2.30000,0.06000
