Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000020000000 CH2:0.0000020000000,,Second,Volt,Volt
,,,-0.02005599998,-2.04000,0.06000
,,,-0.02005399950,-2.04000,0.06000
,,,-0.02005200088,-2.04000,0.04000
,,,-0.02005000040,-2.04000,0.04000
,,,-0.02004799992,-2.04000,0.04000
,,,-0.02004599944,-2.04000,0.04000
,,,-0.02004400082,-2.04000,0.04000
,,,-0.02004200034,-2.04000,0.06000
,,,-0.02003999986,-2.04000,0.04000
,,,-0.02003799938,-2.04000,0.04000
,,,-0.02003600076,-2.04000,0.06000
,,,-0.02003400028,-2.04000,0.06000
,,,-0.02003199980,-2.04000,0.06000
,,,-0.02002999932,-2.04000,0.06000
,,,-0.02002800070,-2.04000,0.06000
,,,-0.02002600022,-2.04000,0.04000
,,,-0.02002399974,-2.04000,0.06000
,,,-0.02002199925,-2.04000,0.06000
,,,-0.02002000064,-2.04000,0.06000
,,,-0.02001800016,-2.04000,0.06000
,,,-0.02001599967,-2.04000,0.06000
,,,-0.02001399919,-2.04000,0.06000
,,,-0.02001200058,-2.04000,0.04000
,,,-0.02001000009,-2.04000,0.06000
,,,-0.02000799961,-2.04000,0.04000
,,,-0.02000599913,-2.04000,0.06000
,,,-0.02000400051,-2.04000,0.06000
,,,-0.02000200003,-2.04000,0.04000
,,,-0.01999999955,-2.04000,0.04000
,,,-0.01999799907,-2.04000,0.06000
,,,-0.01999600045,-2.04000,0.06000
,,,-0.01999399997,-2.04000,0.06000
,,,-0.01999199949,-2.04000,0.06000
,,,-0.01999000087,-2.04000,0.06000
,,,-0.01998800039,-2.04000,0.04000
,,,-0.01998599991,-2.04000,0.04000
,,,-0.01998399943,-2.04000,0.04000
,,,-0.01998200081,-2.04000,0.04000
,,,-0.01998000033,-2.04000,0.06000
,,,-0.01997799985,-2.04000,0.04000
,,,-0.01997599937,-2.04000,0.04000
,,,-0.01997400075,-2.04000,0.04000
,,,-0.01997200027,-2.04000,0.04000
,,,-0.01996999979,-2.04000,0.06000
,,,-0.01996799931,-2.04000,0.06000
,,,-0.01996600069,-2.04000,0.06000
,,,-0.01996400021,-2.04000,0.06000
,,,-0.01996199973,-2.04000,0.06000
,,,-0.01995999925,-2.04000,0.06000
,,,-0.01995800063,-2.04000,0.06000
,,,-0.01995600015,-2.04000,0.04000
,,,-0.01995399967,-2.04000,0.06000
,,,-0.01995199919,-2.04000,0.04000
,,,-0.01995000057,-2.04000,0.06000
,,,-0.01994800009,-2.04000,0.04000
,,,-0.01994599961,-2.04000,0.04000
,,,-0.01994399913,-2.04000,0.06000
,,,-0.01994200051,-2.04000,0.04000
,,,-0.01994000003,-2.04000,0.04000
,,,-0.01993799955,-2.04000,0.04000
,,,-0.01993599907,-2.04000,0.06000
,,,-0.01993400045,-2.04000,0.06000
,,,-0.01993199997,-2.04000,0.06000
,,,-0.01992999949,-2.04000,0.04000
,,,-0.01992800087,-2.04000,0.04000
,,,-0.01992600039,-2.04000,0.06000
,,,-0.01992399991,-2.04000,0.06000
,,,-0.01992199942,-2.04000,0.06000
,,,-0.01992000081,-2.04000,0.04000
,,,-0.01991800033,-2.04000,0.04000
,,,-0.01991599984,-2.04000,0.06000
,,,-0.01991399936,-2.02000,0.04000
,,,-0.01991200075,-2.00000,0.06000
,,,-0.01991000026,-1.98000,0.06000
,,,-0.01990799978,-1.90000,0.06000
,,,-0.01990599930,-1.90000,0.06000
,,,-0.01990400068,-1.88000,0.04000
,,,-0.01990200020,-1.84000,0.06000
,,,-0.01989999972,-1.78000,0.04000
,,,-0.01989799924,-1.76000,0.06000
,,,-0.01989600062,-1.72000,0.06000
,,,-0.01989400014,-1.66000,0.04000
,,,-0.01989199966,-1.64000,0.06000
,,,-0.01988999918,-1.60000,0.06000
,,,-0.01988800056,-1.54000,0.06000
,,,-0.01988600008,-1.50000,0.06000
,,,-0.01988399960,-1.52000,0.06000
,,,-0.01988199912,-1.40000,0.06000
,,,-0.01988000050,-1.42000,0.06000
,,,-0.01987800002,-1.38000,0.06000
,,,-0.01987599954,-1.34000,0.06000
,,,-0.01987399906,-1.32000,0.04000
,,,-0.01987200044,-1.26000,0.04000
,,,-0.01986999996,-1.26000,0.04000
,,,-0.01986799948,-1.20000,0.06000
,,,-0.01986600086,-1.16000,0.04000
,,,-0.01986400038,-1.12000,0.04000
,,,-0.01986199990,-1.10000,0.04000
,,,-0.01985999942,-1.04000,0.04000
,,,-0.01985800080,-1.00000,0.04000
,,,-0.01985600032,-1.00000,0.04000
,,,-0.01985399984,-0.90000,0.04000
,,,-0.01985199936,-0.90000,0.04000
,,,-0.01985000074,-0.86000,0.04000
,,,-0.01984800026,-0.80000,0.04000
,,,-0.01984599978,-0.78000,0.04000
,,,-0.01984399930,-0.72000,0.06000
,,,-0.01984200068,-0.70000,0.04000
,,,-0.01984000020,-0.66000,0.04000
,,,-0.01983799972,-0.62000,0.04000
,,,-0.01983599924,-0.60000,0.06000
,,,-0.01983400062,-0.50000,0.04000
,,,-0.01983200014,-0.54000,0.04000
,,,-0.01982999966,-0.48000,0.06000
,,,-0.01982799917,-0.46000,0.06000
,,,-0.01982600056,-0.40000,0.04000
,,,-0.01982400008,-0.42000,0.06000
,,,-0.01982199959,-0.34000,0.06000
,,,-0.01981999911,-0.32000,0.06000
,,,-0.01981800050,-0.26000,0.04000
,,,-0.01981600001,-0.24000,0.04000
,,,-0.01981399953,-0.20000,0.04000
,,,-0.01981199905,-0.16000,0.04000
,,,-0.01981000043,-0.08000,0.06000
,,,-0.01980799995,-0.10000,0.06000
,,,-0.01980599947,-0.04000,0.06000
,,,-0.01980400085,0.02000,0.06000
,,,-0.01980200037,0.02000,0.04000
,,,-0.01979999989,0.06000,0.04000
,,,-0.01979799941,0.08000,0.04000
,,,-0.01979600079,0.14000,0.06000
,,,-0.01979400031,0.20000,0.06000
,,,-0.01979199983,0.20000,0.04000
,,,-0.01978999935,0.24000,0.06000
,,,-0.01978800073,0.22000,0.04000
,,,-0.01978600025,0.30000,0.04000
,,,-0.01978399977,0.30000,0.04000
,,,-0.01978199929,0.40000,0.06000
,,,-0.01978000067,0.42000,0.06000
,,,-0.01977800019,0.46000,0.04000
,,,-0.01977599971,0.50000,0.06000
,,,-0.01977399923,0.54000,0.06000
,,,-0.01977200061,0.56000,0.06000
,,,-0.01977000013,0.60000,0.06000
,,,-0.01976799965,0.64000,0.04000
,,,-0.01976599917,0.66000,0.04000
,,,-0.01976400055,0.70000,0.04000
,,,-0.01976200007,0.72000,0.04000
,,,-0.01975999959,0.76000,0.04000
,,,-0.01975799911,0.76000,0.04000
,,,-0.01975600049,0.88000,0.04000
,,,-0.01975400001,0.88000,0.06000
,,,-0.01975199953,0.90000,0.04000
,,,-0.01974999905,0.94000,0.06000
,,,-0.01974800043,0.98000,0.06000
,,,-0.01974599995,1.04000,0.06000
,,,-0.01974399947,1.04000,0.04000
,,,-0.01974200085,1.10000,0.06000
,,,-0.01974000037,1.12000,0.04000
,,,-0.01973799989,1.18000,0.06000
,,,-0.01973599941,1.20000,0.04000
,,,-0.01973400079,1.20000,0.04000
,,,-0.01973200031,1.20000,0.04000
,,,-0.01972999983,1.30000,0.04000
,,,-0.01972799934,1.30000,0.04000
,,,-0.01972600073,1.34000,0.06000
,,,-0.01972400025,1.40000,0.06000
,,,-0.01972199976,1.42000,0.04000
,,,-0.01971999928,1.46000,0.04000
,,,-0.01971800067,1.48000,0.06000
,,,-0.01971600018,1.52000,0.04000
,,,-0.01971399970,1.56000,0.06000
,,,-0.01971199922,1.60000,0.04000
,,,-0.01971000060,1.62000,0.04000
,,,-0.01970800012,1.66000,0.04000
,,,-0.01970599964,1.76000,0.06000
,,,-0.01970399916,1.70000,0.04000
,,,-0.01970200054,1.74000,0.04000
,,,-0.01970000006,1.82000,0.06000
,,,-0.01969799958,1.82000,0.04000
,,,-0.01969599910,1.84000,0.06000
,,,-0.01969400048,1.90000,0.04000
,,,-0.01969200000,1.92000,0.04000
,,,-0.01968999952,1.96000,0.04000
,,,-0.01968799904,1.98000,0.04000
,,,-0.01968600042,2.00000,0.06000
,,,-0.01968399994,2.04000,0.06000
,,,-0.01968199946,2.10000,0.06000
,,,-0.01968000084,2.12000,0.04000
,,,-0.01967800036,2.10000,0.06000
,,,-0.01967599988,2.18000,0.04000
,,,-0.01967399940,2.22000,0.06000
,,,-0.01967200078,2.24000,0.04000
,,,-0.01967000030,2.26000,0.04000
,,,-0.01966799982,2.30000,0.06000
,,,-0.01966599934,2.32000,0.04000
,,,-0.01966400072,2.36000,0.04000
,,,-0.01966200024,2.40000,0.06000
,,,-0.01965999976,2.42000,0.04000
,,,-0.01965799928,2.42000,0.04000
,,,-0.01965600066,2.46000,0.06000
,,,-0.01965400018,2.48000,0.04000
,,,-0.01965199970,2.52000,0.04000
,,,-0.01964999922,2.50000,0.04000
,,,-0.01964800060,2.52000,0.02000
,,,-0.01964600012,2.52000,0.02000
,,,-0.01964399964,2.56000,0.02000
,,,-0.01964199916,2.54000,0.00
,,,-0.01964000054,2.56000,0.00
,,,-0.01963800006,2.56000,0.00
,,,-0.01963599958,2.58000,0.00
,,,-0.01963399909,2.56000,-0.02000
,,,-0.01963200048,2.58000,-0.04000
,,,-0.01963000000,2.58000,-0.06000
,,,-0.01962799951,2.58000,-0.06000
,,,-0.01962599903,2.56000,-0.06000
,,,-0.01962400042,2.60000,-0.08000
,,,-0.01962199993,2.58000,-0.10000
,,,-0.01961999945,2.58000,-0.10000
,,,-0.01961800084,2.58000,-0.10000
,,,-0.01961600035,2.60000,-0.12000
,,,-0.01961399987,2.62000,-0.12000
,,,-0.01961199939,2.62000,-0.14000
,,,-0.01961000077,2.58000,-0.16000
,,,-0.01960800029,2.60000,-0.16000
,,,-0.01960599981,2.62000,-0.16000
,,,-0.01960399933,2.60000,-0.18000
,,,-0.01960200071,2.62000,-0.18000
,,,-0.01960000023,2.62000,-0.22000
,,,-0.01959799975,2.64000,-0.22000
,,,-0.01959599927,2.64000,-0.24000
,,,-0.01959400065,2.66000,-0.22000
,,,-0.01959200017,2.62000,-0.26000
,,,-0.01958999969,2.62000,-0.26000
,,,-0.01958799921,2.62000,-0.28000
,,,-0.01958600059,2.64000,-0.28000
,,,-0.01958400011,2.64000,-0.28000
,,,-0.01958199963,2.64000,-0.30000
,,,-0.01957999915,2.64000,-0.32000
,,,-0.01957800053,2.64000,-0.32000
,,,-0.01957600005,2.66000,-0.32000
,,,-0.01957399957,2.64000,-0.34000
,,,-0.01957199909,2.64000,-0.38000
,,,-0.01957000047,2.64000,-0.38000
,,,-0.01956799999,2.64000,-0.38000
,,,-0.01956599951,2.66000,-0.38000
,,,-0.01956399903,2.64000,-0.42000
,,,-0.01956200041,2.66000,-0.40000
,,,-0.01955999993,2.66000,-0.42000
,,,-0.01955799945,2.66000,-0.44000
,,,-0.01955600083,2.66000,-0.44000
,,,-0.01955400035,2.64000,-0.46000
,,,-0.01955199987,2.64000,-0.46000
,,,-0.01954999939,2.66000,-0.46000
,,,-0.01954800077,2.66000,-0.46000
,,,-0.01954600029,2.66000,-0.50000
,,,-0.01954399981,2.64000,-0.52000
,,,-0.01954199933,2.66000,-0.52000
,,,-0.01954000071,2.66000,-0.52000
,,,-0.01953800023,2.66000,-0.54000
,,,-0.01953599975,2.64000,-0.56000
,,,-0.01953399926,2.68000,-0.54000
,,,-0.01953200065,2.66000,-0.58000
,,,-0.01953000017,2.68000,-0.58000
,,,-0.01952799968,2.68000,-0.60000
,,,-0.01952599920,2.66000,-0.60000
,,,-0.01952400059,2.68000,-0.62000
,,,-0.01952200010,2.68000,-0.62000
,,,-0.01951999962,2.68000,-0.62000
,,,-0.01951799914,2.68000,-0.66000
,,,-0.01951600052,2.68000,-0.66000
,,,-0.01951400004,2.70000,-0.68000
,,,-0.01951199956,2.68000,-0.68000
,,,-0.01950999908,2.68000,-0.70000
,,,-0.01950800046,2.68000,-0.70000
,,,-0.01950599998,2.72000,-0.68000
,,,-0.01950399950,2.68000,-0.74000
,,,-0.01950199902,2.72000,-0.72000
,,,-0.01950000040,2.70000,-0.74000
,,,-0.01949799992,2.70000,-0.76000
,,,-0.01949599944,2.70000,-0.76000
,,,-0.01949400082,2.68000,-0.78000
,,,-0.01949200034,2.70000,-0.78000
,,,-0.01948999986,2.70000,-0.80000
,,,-0.01948799938,2.72000,-0.80000
,,,-0.01948600076,2.70000,-0.84000
,,,-0.01948400028,2.68000,-0.84000
,,,-0.01948199980,2.68000,-0.86000
,,,-0.01947999932,2.70000,-0.86000
,,,-0.01947800070,2.70000,-0.88000
,,,-0.01947600022,2.70000,-0.88000
,,,-0.01947399974,2.70000,-0.90000
,,,-0.01947199926,2.72000,-0.90000
,,,-0.01947000064,2.70000,-0.92000
,,,-0.01946800016,2.72000,-0.92000
,,,-0.01946599968,2.72000,-0.94000
,,,-0.01946399920,2.72000,-0.94000
,,,-0.01946200058,2.68000,-0.98000
,,,-0.01946000010,2.70000,-0.96000
,,,-0.01945799962,2.72000,-0.98000
,,,-0.01945599914,2.70000,-0.98000
,,,-0.01945400052,2.70000,-1.00000
,,,-0.01945200004,2.72000,-1.00000
,,,-0.01944999956,2.72000,-1.00000
,,,-0.01944799908,2.72000,-1.02000
,,,-0.01944600046,2.70000,-1.04000
,,,-0.01944399998,2.72000,-1.04000
,,,-0.01944199950,2.70000,-1.08000
,,,-0.01944000088,2.72000,-1.08000
,,,-0.01943800040,2.74000,-1.08000
,,,-0.01943599992,2.72000,-1.10000
,,,-0.01943399943,2.72000,-1.10000
,,,-0.01943200082,2.72000,-1.10000
,,,-0.01943000033,2.72000,-1.14000
,,,-0.01942799985,2.74000,-1.14000
,,,-0.01942599937,2.74000,-1.16000
,,,-0.01942400075,2.74000,-1.16000
,,,-0.01942200027,2.74000,-1.18000
,,,-0.01941999979,2.74000,-1.16000
,,,-0.01941799931,2.72000,-1.20000
,,,-0.01941600069,2.74000,-1.20000
,,,-0.01941400021,2.74000,-1.20000
,,,-0.01941199973,2.74000,-1.22000
,,,-0.01940999925,2.74000,-1.24000
,,,-0.01940800063,2.74000,-1.22000
,,,-0.01940600015,2.72000,-1.26000
,,,-0.01940399967,2.74000,-1.26000
,,,-0.01940199919,2.74000,-1.26000
,,,-0.01940000057,2.76000,-1.28000
,,,-0.01939800009,2.74000,-1.28000
,,,-0.01939599961,2.74000,-1.30000
,,,-0.01939399913,2.74000,-1.32000
,,,-0.01939200051,2.76000,-1.32000
,,,-0.01939000003,2.74000,-1.32000
,,,-0.01938799955,2.76000,-1.32000
,,,-0.01938599907,2.74000,-1.34000
,,,-0.01938400045,2.74000,-1.36000
,,,-0.01938199997,2.74000,-1.36000
,,,-0.01937999949,2.74000,-1.36000
,,,-0.01937800087,2.76000,-1.40000
,,,-0.01937600039,2.74000,-1.40000
,,,-0.01937399991,2.76000,-1.42000
,,,-0.01937199943,2.76000,-1.42000
,,,-0.01937000081,2.76000,-1.42000
,,,-0.01936800033,2.76000,-1.44000
,,,-0.01936599985,2.78000,-1.44000
,,,-0.01936399937,2.76000,-1.44000
,,,-0.01936200075,2.78000,-1.46000
,,,-0.01936000027,2.76000,-1.46000
,,,-0.01935799979,2.78000,-1.46000
,,,-0.01935599931,2.76000,-1.48000
,,,-0.01935400069,2.74000,-1.50000
,,,-0.01935200021,2.76000,-1.50000
,,,-0.01934999973,2.78000,-1.52000
,,,-0.01934799924,2.78000,-1.52000
,,,-0.01934600063,2.76000,-1.54000
,,,-0.01934400015,2.78000,-1.54000
,,,-0.01934199966,2.76000,-1.56000
,,,-0.01933999918,2.78000,-1.56000
,,,-0.01933800057,2.78000,-1.56000
,,,-0.01933600008,2.78000,-1.56000
,,,-0.01933399960,2.78000,-1.58000
,,,-0.01933199912,2.78000,-1.60000
,,,-0.01933000050,2.78000,-1.60000
,,,-0.01932800002,2.78000,-1.62000
,,,-0.01932599954,2.78000,-1.62000
,,,-0.01932399906,2.76000,-1.64000
,,,-0.01932200044,2.78000,-1.64000
,,,-0.01931999996,2.78000,-1.66000
,,,-0.01931799948,2.76000,-1.66000
,,,-0.01931600086,2.76000,-1.68000
,,,-0.01931400038,2.78000,-1.66000
,,,-0.01931199990,2.80000,-1.68000
,,,-0.01930999942,2.80000,-1.68000
,,,-0.01930800080,2.80000,-1.70000
,,,-0.01930600032,2.78000,-1.72000
,,,-0.01930399984,2.80000,-1.72000
,,,-0.01930199936,2.78000,-1.72000
,,,-0.01930000074,2.78000,-1.74000
,,,-0.01929800026,2.78000,-1.76000
,,,-0.01929599978,2.78000,-1.78000
,,,-0.01929399930,2.78000,-1.78000
,,,-0.01929200068,2.80000,-1.78000
,,,-0.01929000020,2.78000,-1.80000
,,,-0.01928799972,2.78000,-1.80000
,,,-0.01928599924,2.80000,-1.80000
,,,-0.01928400062,2.80000,-1.82000
,,,-0.01928200014,2.78000,-1.84000
,,,-0.01927999966,2.80000,-1.82000
,,,-0.01927799918,2.80000,-1.84000
,,,-0.01927600056,2.80000,-1.86000
,,,-0.01927400008,2.80000,-1.86000
,,,-0.01927199960,2.80000,-1.88000
,,,-0.01926999912,2.80000,-1.88000
,,,-0.01926800050,2.80000,-1.88000
,,,-0.01926600002,2.78000,-1.90000
,,,-0.01926399954,2.80000,-1.90000
,,,-0.01926199906,2.80000,-1.92000
,,,-0.01926000044,2.80000,-1.94000
,,,-0.01925799996,2.80000,-1.94000
,,,-0.01925599948,2.78000,-1.94000
,,,-0.01925400086,2.80000,-1.94000
,,,-0.01925200038,2.84000,-1.96000
,,,-0.01924999990,2.80000,-1.98000
,,,-0.01924799941,2.82000,-1.96000
,,,-0.01924600080,2.80000,-2.00000
,,,-0.01924400032,2.80000,-1.98000
,,,-0.01924199983,2.80000,-1.98000
,,,-0.01923999935,2.82000,-2.00000
,,,-0.01923800074,2.80000,-2.02000
